ATTR_NAME,IMG_PATH,TOTAL_REVIEWS,ACCOM_NAME
,https://pix8.agoda.net/hotelImages/43303/-1/6587e5eb4a7be88e3f9a4b626b33dc06.jpg?ca=0&ce=1&s=1024x768,10961,선샤인 시티 프린스 호텔 이케부쿠로 도쿄 (Sunshine City Prince Hotel Ikebukuro Tokyo)
,https://pix8.agoda.net/hotelImages/189/1899389/1899389_17082907530055788297.jpg?ca=6&ce=1&s=1024x768,11651,칸데오 호텔 오사카 난바 (Candeo Hotels Osaka Namba)
,https://pix8.agoda.net/hotelImages/6692502/-1/82ad82a7f4184f5152415c21a77e3bb5.jpg?ca=8&ce=1&s=1024x768,5866,리치몬드 호텔 프리미어 교토 에키마에 (Richmond Hotel Premier Kyoto Ekimae)
,https://pix8.agoda.net/hotelImages/5944027/-1/15ba0d066c355e7e43f711166f3e0c20.jpg?ca=8&ce=1&s=1024x768,3926,JR-이스트 호텔 메츠 삿포로 (JR-EAST HOTEL METS SAPPORO)
