ATTR_CODE,REG_CODE,ATTR_NAME
AT1913,PH003,Fort San Pedro
AT1914,PH003,Magellan's Cross
AT1915,PH003,SM City Cebu
AT1916,PH003,Marcelo Fernan Bridge
AT1917,PH003,Oslob Whale Sharks
AT1918,PH003,Lapu Lapu Statue
AT1919,PH003,Cebu Top
AT1920,PH003,Osmena Peak
AT1921,PH003,Nature Wellness Massage & Spa
AT1922,PH003,카라스파
